movieId,title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,userId,rating,timestampRatings,imdbId,tmdbId,tag,timestampTag
26,Othello (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,3.5,1136942664,114057,16420.0,Shakespeare,1138137603
28,Persuasion (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,474,4.5,1165540007,114117,17015.0,In Netflix queue,1137201942
28,Persuasion (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,474,4.5,1165540007,114117,17015.0,Jane Austen,1137180037
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,474,3.5,1053021379,112682,902.0,kidnapping,1138137473
31,Dangerous Minds (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,3.0,1060105936,112792,9909.0,high school,1137375502
31,Dangerous Minds (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,3.0,1060105936,112792,9909.0,teacher,1137375502
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,424,3.5,1457901858,114746,63.0,time travel,1457901872
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,474,4.0,1081177409,114746,63.0,time travel,1137206826
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,477,4.5,1200939654,114746,63.0,Brad Pitt,1242494310
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,477,4.5,1200939654,114746,63.0,Bruce Willis,1242494306
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,477,4.5,1200939654,114746,63.0,mindfuck,1242494321
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,477,4.5,1200939654,114746,63.0,Post apocalyptic,1242494300
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,477,4.5,1200939654,114746,63.0,post-apocalyptic,1242494300
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,477,4.5,1200939654,114746,63.0,remake,1242494315
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,477,4.5,1200939654,114746,63.0,time travel,1242494304
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,477,4.5,1200939654,114746,63.0,twist ending,1242494302
34,Babe (1995),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,4.5,1081177349,112431,9598.0,Animal movie,1137180956
34,Babe (1995),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,4.5,1081177349,112431,9598.0,pigs,1137205237
34,Babe (1995),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,477,4.0,1200939719,112431,9598.0,villain nonexistent or not needed for good story,1244787845
36,Dead Man Walking (1995),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,474,5.0,979180034,112818,687.0,death penalty,1137202363
36,Dead Man Walking (1995),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,474,5.0,979180034,112818,687.0,Nun,1137191227
38,It Takes Two (1995),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,1.0,1089387538,113442,33689.0,twins,1137373760
39,Clueless (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,357,4.5,1348612128,112697,9603.0,chick flick,1348627867
39,Clueless (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,357,4.5,1348612128,112697,9603.0,funny,1348627869
39,Clueless (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,357,4.5,1348612128,112697,9603.0,Paul Rudd,1348627871
39,Clueless (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,357,4.5,1348612128,112697,9603.0,quotable,1348627873
39,Clueless (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,357,4.5,1348612128,112697,9603.0,seen more than once,1348627878
39,Clueless (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,474,3.5,1129579520,112697,9603.0,Emma,1138137492
39,Clueless (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,474,3.5,1129579520,112697,9603.0,Jane Austen,1138137492
41,Richard III (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,474,3.5,1089386983,114279,31174.0,Shakespeare,1138137646
43,Restoration (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,3.5,1081177921,114272,35196.0,England,1138137640
45,To Die For (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,474,4.0,1014924369,114681,577.0,Journalism,1137206826
46,How to Make an American Quilt (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,474,3.0,1081178156,113347,11861.0,wedding,1137375539
47,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,424,5.0,1457842442,114369,807.0,mystery,1457842470
47,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,424,5.0,1457842442,114369,807.0,twist ending,1457842458
47,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,474,4.0,979180247,114369,807.0,serial killer,1137206452
50,"Usual Suspects, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,424,5.0,1457842255,114814,629.0,mindfuck,1457842328
50,"Usual Suspects, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,424,5.0,1457842255,114814,629.0,suspense,1457842315
50,"Usual Suspects, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,424,5.0,1457842255,114814,629.0,thriller,1457842332
50,"Usual Suspects, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,424,5.0,1457842255,114814,629.0,tricky,1457842340
50,"Usual Suspects, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,424,5.0,1457842255,114814,629.0,twist ending,1457842306
50,"Usual Suspects, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,474,4.0,979179872,114814,629.0,heist,1137206826
52,Mighty Aphrodite (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,474,4.0,1004131663,113819,11448.0,adoption,1137206315
52,Mighty Aphrodite (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,474,4.0,1004131663,113819,11448.0,prostitution,1137206371
58,"Postman, The (Postino, Il) (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,474,3.5,1126533613,110877,11010.0,writing,1138137613
62,Mr. Holland's Opus (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,2.5,1053021366,113862,2054.0,music,1137374957
92,Mary Reilly (1996),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,474,3.5,1087832141,117002,9095.0,Jekyll and Hyde,1138137574
96,In the Bleak Midwinter (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,3.5,1053020997,113403,40154.0,theater,1138137537
101,Bottle Rocket (1996),0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,474,3.5,1081862489,115734,13685.0,crime,1138137460
101,Bottle Rocket (1996),0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,567,3.0,1525287210,115734,13685.0,off-beat comedy,1525287216
101,Bottle Rocket (1996),0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,567,3.0,1525287210,115734,13685.0,quirky,1525287214
104,Happy Gilmore (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,4.0,1154718729,116483,9614.0,test tag,1154718872
104,Happy Gilmore (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,2.0,978576279,116483,9614.0,golf,1137374014
104,Happy Gilmore (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,4.0,1200940046,116483,9614.0,Adam Sandler,1244787691
107,Muppet Treasure Island (1996),0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,474,3.0,1046886514,117110,10874.0,muppets,1137375573
110,Braveheart (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,62,4.5,1521822303,112573,197.0,beautiful scenery,1528152541
110,Braveheart (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,62,4.5,1521822303,112573,197.0,epic,1528152532
110,Braveheart (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,62,4.5,1521822303,112573,197.0,historical,1528152523
110,Braveheart (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,62,4.5,1521822303,112573,197.0,inspirational,1528152527
110,Braveheart (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,62,4.5,1521822303,112573,197.0,Medieval,1528152528
110,Braveheart (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,62,4.5,1521822303,112573,197.0,mel gibson,1528152521
110,Braveheart (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,62,4.5,1521822303,112573,197.0,Oscar (Best Cinematography),1528152539
110,Braveheart (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,62,4.5,1521822303,112573,197.0,revenge,1528152531
110,Braveheart (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,62,4.5,1521822303,112573,197.0,sword fight,1528152535
110,Braveheart (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,474,3.0,1137180852,112573,197.0,Scotland,1137180974
111,Taxi Driver (1976),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,474,4.0,994819405,75314,103.0,assassination,1137206513
116,Anne Frank Remembered (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,474,3.5,1053021622,112373,51352.0,Holocaust,1138040398
122,Boomerang (1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,474,1.0,974669063,103859,11066.0,dating,1137373679
140,Up Close and Personal (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,474,2.5,1053021739,118055,9302.0,journalism,1137375031
147,"Basketball Diaries, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,424,3.5,1457901610,112461,10474.0,addiction,1457901627
147,"Basketball Diaries, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,424,3.5,1457901610,112461,10474.0,heroin,1457901631
147,"Basketball Diaries, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,424,3.5,1457901610,112461,10474.0,Leonardo DiCaprio,1457901625
147,"Basketball Diaries, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,424,3.5,1457901610,112461,10474.0,Mark Wahlberg,1457901624
150,Apollo 13 (1995),0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,474,4.5,1100119714,112384,568.0,moon,1137205234
150,Apollo 13 (1995),0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,474,4.5,1100119714,112384,568.0,NASA,1137180977
150,Apollo 13 (1995),0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,474,4.5,1100119714,112384,568.0,space,1137205233
153,Batman Forever (1995),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,474,3.0,1046881303,112462,414.0,superhero,1137375453
160,Congo (1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,474,1.0,1047055195,112715,10329.0,Michael Crichton,1137373726
161,Crimson Tide (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,474,3.5,1053020992,112740,8963.0,submarine,1138137497
162,Crumb (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,474,3.5,1150143102,109508,26564.0,In Netflix queue,1137202038
175,Kids (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,424,4.5,1457901657,113540,9344.0,controversial,1457901665
175,Kids (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,424,4.5,1457901657,113540,9344.0,New York City,1457901671
175,Kids (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,424,4.5,1457901657,113540,9344.0,Nudity (Full Frontal),1457901668
185,"Net, The (1995)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,474,3.0,1069686436,113957,1642.0,computers,1137375604
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,474,4.5,1107193580,58450,5967.0,Made me cry,1137203124
215,Before Sunrise (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,474,3.5,1087158195,112471,76.0,generation X,1138040410
216,Billy Madison (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,1.0,1072654034,112508,11017.0,school,1137373675
216,Billy Madison (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,4.0,1200946408,112508,11017.0,Adam Sandler,1244787718
216,Billy Madison (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,4.0,1200946408,112508,11017.0,stop looking at me swan,1244787726
222,Circle of Friends (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,474,4.0,974669033,112679,22625.0,Ireland,1137181644
223,Clerks (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,3.5,1457844055,109445,2292.0,cynical,1457844066
223,Clerks (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,3.5,1457844055,109445,2292.0,hilarious,1457844086
223,Clerks (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,3.5,1457844055,109445,2292.0,independent film,1457844084
223,Clerks (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,3.5,1457844055,109445,2292.0,quirky,1457844073
223,Clerks (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,3.5,1457844055,109445,2292.0,witty,1457844080
223,Clerks (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,3.5,1089386951,109445,2292.0,generation X,1138137480
224,Don Juan DeMarco (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,474,3.5,1100292192,112883,1909.0,mental illness,1138137516
224,Don Juan DeMarco (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,474,3.5,1100292192,112883,1909.0,psychology,1138137516
230,Dolores Claiborne (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,474,3.5,1100292191,109642,11929.0,Stephen King,1138137506
232,Eat Drink Man Woman (Yin shi nan nu) (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,474,4.0,1181348325,111797,10451.0,In Netflix queue,1137201027
235,Ed Wood (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,4.0,1083589261,109707,522.0,movie business,1137181651
237,Forget Paris (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,474,3.5,1053021443,113097,10525.0,basketball,1138137528
237,Forget Paris (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,474,3.5,1053021443,113097,10525.0,France,1138137528
237,Forget Paris (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,474,3.5,1053021443,113097,10525.0,infertility,1138137528
246,Hoop Dreams (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,474,4.0,1079359162,110057,14275.0,basketball,1137784780
247,Heavenly Creatures (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,474,4.0,1054557462,110005,1024.0,Australia,1137181666
249,Immortal Beloved (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,474,4.0,974669033,110116,13701.0,Beethoven,1137181672
252,I.Q. (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,474,2.0,1046887638,110099,11777.0,Einstein,1137374021
257,Just Cause (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,474,3.0,1047043563,113501,9061.0,court,1137375555
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63,5.0,1443199688,76759,11.0,classic,1443199698
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63,5.0,1443199688,76759,11.0,space action,1443199710
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76,4.0,1439165601,76759,11.0,action,1439165594
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76,4.0,1439165601,76759,11.0,sci-fi,1439165588
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,103,4.0,1431954922,76759,11.0,EPIC,1431954312
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,103,4.0,1431954922,76759,11.0,great soundtrack,1431954337
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,112,5.0,1442535777,76759,11.0,classic sci-fi,1442535682
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,112,5.0,1442535777,76759,11.0,engrossing adventure,1442535673
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,112,5.0,1442535777,76759,11.0,EPIC,1442535666
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,193,5.0,1435857223,76759,11.0,classic sci-fi,1435856940
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,193,5.0,1435857223,76759,11.0,space action,1435856955
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,193,5.0,1435857223,76759,11.0,space epic,1435856950
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,205,4.5,1519900208,76759,11.0,oldie but goodie,1519899101
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,205,4.5,1519900208,76759,11.0,sci-fi,1519899078
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,205,4.5,1519900208,76759,11.0,Star Wars,1519899108
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,474,4.0,975173633,76759,11.0,darth vader,1137206494
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,474,4.0,975173633,76759,11.0,luke skywalker,1137206496
260,Star Wars: Episode IV - A New Hope (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,474,4.0,975173633,76759,11.0,space opera,1137206504
261,Little Women (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,4.0,979180620,110367,9587.0,Louisa May Alcott,1137181688
262,"Little Princess, A (1995)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,4.0,979180182,113670,19101.0,England,1137206203
262,"Little Princess, A (1995)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,4.0,979180182,113670,19101.0,Girl Power,1137206203
262,"Little Princess, A (1995)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,4.0,979180182,113670,19101.0,India,1137206203
272,"Madness of King George, The (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,3.5,1104518799,110428,11318.0,England,1138137566
272,"Madness of King George, The (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,3.5,1104518799,110428,11318.0,mental illness,1138137566
277,Miracle on 34th Street (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,2.0,975173058,110527,10510.0,Christmas,1137374027
280,Murder in the First (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,474,3.0,1004131763,113870,8438.0,prison,1137375585
282,Nell (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,3.0,1060105525,110638,1945.0,disability,1137375594
282,Nell (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,474,3.0,1060105525,110638,1945.0,twins,1137375594
288,Natural Born Killers (1994),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,424,4.0,1457846167,110632,241.0,brutality,1457846184
288,Natural Born Killers (1994),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,424,4.0,1457846167,110632,241.0,controversial,1457846195
288,Natural Born Killers (1994),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,424,4.0,1457846167,110632,241.0,dark comedy,1457846180
288,Natural Born Killers (1994),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,424,4.0,1457846167,110632,241.0,psychedelic,1457846191
288,Natural Born Killers (1994),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,424,4.0,1457846167,110632,241.0,satire,1457846198
