tag,timestamp,userId|movieId
hilarious,1526249138,62|8641
Steve Carell,1526249156,62|8641
Will Ferrell,1526249135,62|8641
animation,1525554490,62|27660
anime,1525554488,62|27660
cyberpunk,1525554486,62|27660
dark,1525554500,62|27660
Matrix,1525554493,62|27660
sci-fi,1525554491,62|27660
dark comedy,1526248598,62|27706
Jim Carrey,1526248575,62|27706
meryl streep,1526248580,62|27706
quirky,1526248553,62|27706
stylized,1526248601,62|27706
Adam Sandler,1525554900,62|27808
family,1525554919,62|27808
sweet,1525554922,62|27808
British gangster,1532723304,62|27831
confusing,1532723364,62|27831
daniel craig,1532723305,62|27831
Exquisite plotting.,1532723355,62|27831
organized crime,1532723369,62|27831
stylish,1532723356,62|27831
Tom Hardy,1532723359,62|27831
anime,1525869041,62|31658
fantasy world,1525869051,62|31658
Hayao Miyazaki,1525869046,62|31658
Studio Ghibli,1525869044,62|31658
David Thewlis,1525554605,62|33162
Eva Green,1525554550,62|33162
Liam Neeson,1525554577,62|33162
Orlando Bloom,1525554511,62|33162
Chris Evans,1525554141,62|34150
comic book,1525554003,62|34150
heroine in tight suit,1525554138,62|34150
Jessica Alba,1525554127,62|34150
sexy female scientist,1525554144,62|34150
superhero,1525553977,62|34150
gothic,1530310527,62|37729
helena bonham carter,1530310534,62|37729
Johnny Depp,1530310529,62|37729
Tim Burton,1530310526,62|37729
visually appealing,1530310541,62|37729
black comedy,1532723380,62|38061
clever,1532723403,62|38061
fast-paced dialogue,1532723406,62|38061
good dialogue,1532723428,62|38061
Robert Downey Jr.,1532723408,62|38061
witty,1532723402,62|38061
adventure,1525637064,62|45447
Audrey Tautou,1525637075,62|45447
conspiracy theory,1525637062,62|45447
Mystery,1525637081,62|45447
Paris,1525637079,62|45447
Tom Hanks,1525637067,62|45447
treasure hunt,1525637084,62|45447
Brad Pitt,1525554217,62|46723
cate blanchett,1525554227,62|46723
multiple storylines,1525554215,62|46723
social commentary,1525554246,62|46723
Ben Stiller,1525554254,62|46972
Robin Williams,1525554255,62|46972
emma thompson,1536874692,62|46976
Maggie Gyllenhaal,1536874655,62|46976
modern fantasy,1536874658,62|46976
romance,1536874651,62|46976
surreal,1536874662,62|46976
Will Ferrell,1536874653,62|46976
Marion Cotillard,1526582371,62|49130
Africa,1536874706,62|49530
corruption,1536874704,62|49530
Jennifer Connelly,1536874701,62|49530
justice,1536874709,62|49530
Leonardo DiCaprio,1536874698,62|49530
bad acting,1525554797,62|53464
bad jokes,1525554811,62|53464
bad plot,1525554822,62|53464
Chris Evans,1525554807,62|53464
Jessica Alba,1525554794,62|53464
Marvel,1525554792,62|53464
sexy female scientist,1525554813,62|53464
Rachel Weisz,1528909364,62|58047
Ryan Reynolds,1528909347,62|58047
fantasy,1525637507,62|59501
lion,1525637517,62|59501
narnia,1525637508,62|59501
Tilda Swinton,1525637603,62|59501
bad script,1525554116,62|60074
Charlize Theron,1525554121,62|60074
Will Smith,1525554107,62|60074
Anne Hathaway,1527004240,62|60126
Steve Carell,1527004238,62|60126
comedy,1528934384,62|60756
funny,1528934381,62|60756
will ferrell,1528934379,62|60756
comedy,1528934218,62|61024
James Franco,1528934214,62|61024
Seth Rogen,1528934216,62|61024
Stoner Movie,1528934219,62|61024
audience intelligence underestimated,1528934237,62|63992
boring,1528934241,62|63992
chick flick,1528934247,62|63992
overrated,1528934240,62|63992
Teen movie,1528934233,62|63992
Adrien Brody,1527274305,62|68848
con artists,1527274320,62|68848
funny,1527274322,62|68848
interesting characters,1527274324,62|68848
Mark Ruffalo,1527274316,62|68848
Rachel Weisz,1527274311,62|68848
Bill Murray,1529777198,62|71535
dark comedy,1529777189,62|71535
Emma Stone,1529777192,62|71535
funny,1529777194,62|71535
Jesse Eisenberg,1529777186,62|71535
Woody Harrelson,1529777129,62|71535
audience intelligence underestimated,1525555172,62|87430
CGI,1525555168,62|87430
cheesy,1525555170,62|87430
comic book,1525555164,62|87430
DC,1525555176,62|87430
DC Comics,1525555184,62|87430
Ryan Reynolds,1525555162,62|87430
space,1525555182,62|87430
superhero,1525555181,62|87430
comedy,1525554879,62|88405
funny,1525554868,62|88405
happy ending,1525554872,62|88405
HOT actress,1525554880,62|88405
Justin Timberlake,1525554873,62|88405
Mila Kunis,1525554861,62|88405
New York City,1525554866,62|88405
romance,1525554883,62|88405
sex,1525554864,62|88405
Istanbul,1529611262,62|96861
Liam Neeson,1529611250,62|96861
predictable,1529611266,62|96861
Turkey,1529611256,62|96861
unnecessary sequel,1529611269,62|96861
action,1526078792,62|99114
Christoph Waltz,1526078766,62|99114
funny,1526078778,62|99114
good soundtrack,1526078785,62|99114
Great performances,1526078768,62|99114
Humour,1526078787,62|99114
Leonardo DiCaprio,1526078762,62|99114
Quentin Tarantino,1526078760,62|99114
Samuel L. Jackson,1526078763,62|99114
Soundtrack,1526078781,62|99114
western,1526078773,62|99114
Amy Adams,1525555328,62|103042
superhero,1525555319,62|103042
daniel radcliffe,1528843968,62|104863
zoe kazan,1528843965,62|104863
comedy,1528935011,62|107348
Steve Carell,1528935000,62|107348
stupid but funny,1528935013,62|107348
will ferrell,1528935002,62|107348
anti-intellectual,1525554841,62|108190
bad writing,1525554835,62|108190
dystopia,1525554830,62|108190
new society,1525554832,62|108190
plot holes,1525554845,62|108190
predictable,1525554847,62|108190
scifi,1525554839,62|108190
unintelligent,1525554843,62|108190
Charlize Theron,1530471420,62|111743
Liam Neeson,1530471434,62|111743
Seth MacFarlane,1530471419,62|111743
witty,1530471417,62|111743
action,1525554460,62|114180
dystopia,1525554450,62|114180
plot holes,1525554454,62|114180
post-apocalyptic,1525554458,62|114180
survival,1525554456,62|114180
thriller,1525554471,62|114180
unexplained,1525554473,62|114180
weak plot,1525554463,62|114180
dark hero,1528152251,62|115149
gun-fu,1528152257,62|115149
Keanu Reeves,1528152244,62|115149
Revenge,1528152241,62|115149
secret society,1528152258,62|115149
stylish,1528152247,62|115149
black comedy,1528152849,62|116897
dark comedy,1528152859,62|116897
dark humor,1528152847,62|116897
ironic,1528152854,62|116897
multiple short stories,1528152862,62|116897
short stories,1528152852,62|116897
bromance,1525555146,62|119141
comedy,1525555138,62|119141
funny,1525555129,62|119141
James Franco,1525555132,62|119141
Seth Rogen,1525555127,62|119141
comic book,1526029023,62|122912
Dr. Strange,1526029001,62|122912
Great villain,1526029025,62|122912
Guardians of the Galaxy,1526029015,62|122912
Marvel,1526028997,62|122912
MCU,1526028983,62|122912
Robert Downey Jr.,1526028991,62|122912
Thanos,1526028985,62|122912
Thor,1526029010,62|122912
Visually stunning,1526028994,62|122912
characters,1526078910,62|128360
Dialogue,1526078902,62|128360
humor,1526078901,62|128360
Kurt Russell,1526078886,62|128360
Quentin Tarantino,1526078877,62|128360
Samuel L. Jackson,1526078883,62|128360
tension building,1526078880,62|128360
violent,1526078912,62|128360
Western,1526078899,62|128360
dystopia,1525637480,62|135133
Jennifer Lawrence,1525637484,62|135133
love story,1525637487,62|135133
nonsense,1525637488,62|135133
politics,1525637499,62|135133
rebellion,1525637483,62|135133
revolution,1525637481,62|135133
Ben Kingsley,1530471365,62|135518
ethics,1530471346,62|135518
immortality,1530471343,62|135518
ryan reynolds,1530471352,62|135518
Bad story,1525555090,62|135536
Bad writing,1525555084,62|135536
Batman,1525555077,62|135536
Ben Affleck,1525555106,62|135536
comic book,1525555092,62|135536
dc comics,1525555080,62|135536
good soundtrack,1525555089,62|135536
Harley Quinn,1525555079,62|135536
Harley Quinn's ass,1525555094,62|135536
Horrible directing,1525555099,62|135536
Jared Leto,1525555072,62|135536
Joker,1525555074,62|135536
lack of plot,1525555069,62|135536
Margot Robbie,1525555073,62|135536
Poor story,1525555087,62|135536
poorly paced,1525555083,62|135536
superhero,1525555103,62|135536
visually appealing,1525555109,62|135536
Will Smith,1525555076,62|135536
action,1525555242,62|136864
batman,1525555211,62|136864
ben affleck,1525555223,62|136864
dark,1525555227,62|136864
dc comics,1525555225,62|136864
Gal Gadot,1525555240,62|136864
superhero,1525555243,62|136864
superman,1525555213,62|136864
wonderwoman,1525555233,62|136864
leonardo DiCarpio,1526079025,62|139385
survival,1526079019,62|139385
tom hardy,1526079029,62|139385
visually appealing,1526079038,62|139385
building a family,1526076353,62|158966
creative,1526076341,62|158966
freedom,1526076339,62|158966
good writing,1526076350,62|158966
individualism,1526076344,62|158966
Viggo Mortensen,1526076342,62|158966
action,1528152295,62|168248
dark hero,1528152291,62|168248
gun tactics,1528152287,62|168248
hitman,1528152293,62|168248
Keanu Reeves,1528152284,62|168248
organized crime,1528152289,62|168248
secret society,1528152282,62|168248
Dystopia,1525637341,62|174053
future,1525637343,62|174053
interesting,1525637346,62|174053
jon hamm,1525637384,62|174053
thought provoking,1525637344,62|174053
Action,1528934538,62|179401
Comedy,1528934534,62|179401
Dwayne Johnson,1528934540,62|179401
funny,1528934536,62|179401
Comedy,1526244689,62|183611
funny,1526244688,62|183611
Rachel McAdams,1526244709,62|183611
adventure,1528024900,62|184471
Alicia Vikander,1528024914,62|184471
video game adaptation,1528024898,62|184471
Josh Brolin,1527274096,62|187593
Ryan Reynolds,1527274092,62|187593
sarcasm,1527274090,62|187593
Emilia Clarke,1528934560,62|187595
star wars,1528934552,62|187595
classic,1443199698,63|260
space action,1443199710,63|260
action,1439165594,76|260
sci-fi,1439165588,76|260
EPIC,1431954312,103|260
great soundtrack,1431954337,103|260
good dialogue,1431954555,103|296
great soundtrack,1431954555,103|296
non-linear,1431954555,103|296
Everything you want is here,1467566944,106|4896
adventure,1467566979,106|106489
classic sci-fi,1442535682,112|260
engrossing adventure,1442535673,112|260
EPIC,1442535666,112|260
classic,1435942530,119|260
Nerd,1435942520,119|260
animation,1436563067,119|101142
funny,1436563067,119|101142
stone age,1436563067,119|101142
action,1437763143,119|115149
killer,1437763143,119|115149
widows/widowers,1437763143,119|115149
animation,1435944890,119|115617
kids,1435944890,119|115617
robots,1435944890,119|115617
action,1438439306,119|120635
murder,1438439306,119|120635
police,1438439306,119|120635
Kevin Costner,1474483317,125|1726
Post apocalyptic,1474483320,125|1726
dark comedy,1474382225,125|2387
dark humor,1474382223,125|2387
irreverent,1474592072,125|3052
jay and silent bob,1474592004,125|3052
Kevin Smith,1474592000,125|3052
satire,1474591997,125|3052
irreverent,1474592207,125|5088
based on a book,1474381749,125|7022
bloody,1474381755,125|7022
brutal,1474381612,125|7022
controversial,1474381812,125|7022
dystopia,1474381779,125|7022
goretastic,1474381786,125|7022
satire,1474381739,125|7022
social commentary,1474381788,125|7022
survival,1474381609,125|7022
violence,1474381745,125|7022
alternate reality,1474381441,125|7254
sci-fi,1474381448,125|7254
science fiction,1474381455,125|7254
time travel,1474381439,125|7254
brutal,1474382001,125|8957
clever,1474382019,125|8957
Disturbing,1474382015,125|8957
great ending,1474381987,125|8957
mindfuck,1474381982,125|8957
surprise ending,1474381973,125|8957
suspense,1474381994,125|8957
cruel characters,1474381529,125|9010
brutality,1474381492,125|42632
dark humor,1474381561,125|58301
threesome,1474591817,125|60950
Seth Rogen,1474592476,125|62434
Sexual Humor,1474592473,125|62434
Seth Rogen,1474382123,125|67695
embarassing scenes,1474377075,125|100083
offensive,1474377060,125|100083
R language,1474377035,125|100083
sarcasm,1474377015,125|100083
satire,1474381901,125|100083
80's,1474469700,125|156371
Crude humor,1474382035,125|158872
mindfuck,1474382087,125|158872
sarcasm,1474382053,125|158872
satire,1474382047,125|158872
Vulgar,1474382100,125|158872
sofia coppola,1163148016,132|3556
John Cusack,1161800041,132|6323
Ewan McGregor,1161799885,132|6367
Renee Zellweger,1161799951,132|6367
jackie chan,1222676394,138|59103
kung fu,1222676405,138|59103
Something for everyone in this one... saw it without and plan on seeing it with kids!,1176498861,161|52287
assassin,1188774484,166|293
Jean Reno,1188774487,166|293
assassin,1188774519,166|54286
assassin-in-training (scene),1188774517,166|54286
espionage,1188774515,166|54286
Robert Ludlum,1188774524,166|54286
test tag,1154718872,167|104
feel-good,1435523876,177|115617
fun family movie,1435523876,177|115617
very funny,1435523876,177|115617
black and white,1537094307,184|2579
Christopher Nolan,1537094326,184|2579
directorial debut,1537094323,184|2579
mindfuck,1537094375,184|2579
not linear,1537094318,184|2579
Twist Ending,1537094309,184|2579
action,1537094381,184|3793
comic book,1537094359,184|3793
hugh jackman,1537094370,184|3793
marvel,1537094366,184|3793
superhero,1537094354,184|3793
dark,1537094453,184|4226
Mindfuck,1537094464,184|4226
nonlinear,1537094445,184|4226
psychology,1537094448,184|4226
twist ending,1537094447,184|4226
alan rickman,1537094576,184|4896
harry potter,1537094544,184|4896
humorous,1537094550,184|4896
Magic,1537094530,184|4896
atmospheric,1537094680,184|5388
insomnia,1537094688,184|5388
thought-provoking,1537094685,184|5388
amazing artwork,1537094506,184|6283
anime,1537094487,184|6283
sci-fi,1537094503,184|6283
anime,1537094261,184|27156
end of the world,1537094269,184|27156
epic,1537094270,184|27156
mecha,1537094278,184|27156
psychology,1537094263,184|27156
anime,1537098582,184|193565
comedy,1537098587,184|193565
gintama,1537098603,184|193565
remaster,1537098592,184|193565
classic sci-fi,1435856940,193|260
space action,1435856955,193|260
space epic,1435856950,193|260
atmospheric,1435857150,193|4878
cult film,1435857131,193|4878
dreamlike,1435857139,193|4878
hallucinatory,1435857144,193|4878
psychological,1435857147,193|4878
surreal,1435857128,193|4878
time travel,1435857135,193|4878
dreamlike,1435857017,193|7147
sentimental,1435857038,193|7147
surreal,1435857020,193|7147
Tim Burton,1435857024,193|7147
alternate reality,1435857168,193|7361
memory,1435857171,193|7361
thought-provoking,1435857163,193|7361
cinematography,1435857101,193|97938
India,1435857092,193|97938
surreal,1435857076,193|97938
oldie but goodie,1519899101,205|260
sci-fi,1519899078,205|260
Star Wars,1519899108,205|260
big wave,1160681362,226|6938
surfing,1160681362,226|6938
ummarti2006,1161615435,226|48780
funny,1447532592,256|126548
high school,1447532575,256|126548
comic book,1241762577,274|68319
Notable Nudity,1150988077,288|7020
moldy,1143424860,289|3
old,1143424860,289|3
moving,1143424895,289|527
predictable,1143424846,289|1101
a clever chef rat,1453051551,291|50872
inspirational,1453051559,291|50872
animation,1453135047,291|102007
hope,1453135079,291|118696
atmospheric,1425352343,300|6711
drugs,1462919721,305|4034
mathematics,1464428783,305|4995
zombies,1525274359,305|6502
DEPRESSING,1462398032,305|6953
stupid,1520707078,305|8641
predictable,1520284921,305|34405
Favelas,1462919777,305|55721
black comedy,1518811477,305|83134
based on a book,1266408710,318|778
dark comedy,1266408707,318|778
narrated,1266408703,318|778
reciprocal spectator,1416086512,318|4612
reciprocal spectator,1416086490,318|4708
documentary,1315333136,318|6400
Animation,1240158590,318|30892
Documentary,1240158551,318|30892
Henry Darger,1240158560,318|30892
the catholic church is the most corrupt organization in history,1276006189,318|48698
childish naivity,1242160404,318|64034
friendship,1242160427,318|64034
adventure,1266408634,318|68954
Bechdel Test:Fail,1266408641,318|68954
cartoon,1266408638,318|68954
children,1266408643,318|68954
computer animation,1266408645,318|68954
divorce,1266408656,318|68954
dogs,1266408658,318|68954
dreams,1266408662,318|68954
Pixar,1266408675,318|68954
Narrative pisstake,1426783741,318|71494
american idolatry,1299452954,318|81158
atmospheric,1300485463,318|82459
Coen Brothers,1300485477,318|82459
Jeff Bridges,1300485479,318|82459
Matt Damon,1300485480,318|82459
predictable,1300485405,318|82459
celebrity fetishism,1422524320,318|90769
mediacentralism,1422524320,318|90769
system holism,1422524320,318|90769
city politics,1421145735,318|96084
italy,1421145735,318|96084
political right versus left,1421145735,318|96084
Creature Feature,1414693918,318|111364
documentary,1420400992,318|118784
music industry,1420400992,318|118784
remix culture,1420400992,318|118784
film history,1423222565,318|127172
poetic,1423222565,318|127172
representation of children,1423222565,318|127172
Disney,1461351898,319|364
Disney animated feature,1461351908,319|364
Oscar (Best Music - Original Score),1461351919,319|364
music,1234790068,327|1288
Ben Stiller,1234789755,327|1923
comic book,1234789098,327|2616
music,1234788257,327|3481
music,1234788979,327|3897
awesome,1234789177,327|8641
british comedy,1234789115,327|51255
pixar,1139045764,336|1
superhero,1139045840,336|153
knights,1139045825,336|552
highschool,1139046768,336|1246
cult,1139046748,336|32587
boksdrama,1139046203,336|33660
stiller,1139046811,336|34162
wapendrama,1139046289,336|36529
animation,1139047294,336|37729
sisters,1139047262,336|38798
ROBOTS AND ANDROIDS,1439750956,341|260
space,1439750961,341|260
post-college,1229142995,356|2146
restaurant,1229142458,356|37384
transvestite,1229140689,356|40955
satire,1229140863,356|44889
dark comedy,1228073481,356|61323
chick flick,1348627867,357|39
funny,1348627869,357|39
Paul Rudd,1348627871,357|39
quotable,1348627873,357|39
seen more than once,1348627878,357|39
Amazing Cinematography,1348627235,357|1059
Leonardo DiCaprio,1348627233,357|1059
shakespeare,1348627264,357|1059
updated classics,1348627243,357|1059
Atmospheric,1348626902,357|2762
Bruce Willis,1348626919,357|2762
ghosts,1348626904,357|2762
imdb top 250,1348626908,357|2762
mindfuck,1348626910,357|2762
stylized,1348626915,357|2762
twist ending,1348626913,357|2762
android(s)/cyborg(s),1348628642,357|4370
artificial intelligence,1348628638,357|4370
Bittersweet,1348628628,357|4370
Steven Spielberg,1348628635,357|4370
cinematography,1348627174,357|5464
Tom Hanks,1348627179,357|5464
Bette Davis,1348628505,357|7078
Oscar (Best Actress),1348628502,357|7078
Mark Ruffalo,1348627960,357|7444
clever,1348627907,357|7451
High School,1348627902,357|7451
lesbian subtext,1348627909,357|7451
Leonardo DiCaprio,1348627149,357|48516
suspense,1348627152,357|48516
twist ending,1348627154,357|48516
undercover cop,1348627156,357|48516
Christian Bale,1348627195,357|54997
Casey Affleck,1348627116,357|55290
great performances,1348627127,357|55290
twist,1348627131,357|55290
ending,1348626941,357|91500
Anne Hathaway,1348626758,357|91529
Christian Bale,1348626755,357|91529
Christopher Nolan,1348626760,357|91529
comic book,1348626775,357|91529
great ending,1348626779,357|91529
Morgan Freeman,1348626766,357|91529
political commentary,1348626786,357|91529
superhero,1348626790,357|91529
Afghanistan,1362867327,419|98961
American propaganda,1362867290,419|98961
assassination,1362867308,419|98961
military,1362867315,419|98961
terrorism,1362867303,419|98961
time travel,1457901872,424|32
mystery,1457842470,424|47
twist ending,1457842458,424|47
mindfuck,1457842328,424|50
suspense,1457842315,424|50
thriller,1457842332,424|50
tricky,1457842340,424|50
twist ending,1457842306,424|50
addiction,1457901627,424|147
heroin,1457901631,424|147
Leonardo DiCaprio,1457901625,424|147
Mark Wahlberg,1457901624,424|147
controversial,1457901665,424|175
New York City,1457901671,424|175
Nudity (Full Frontal),1457901668,424|175
cynical,1457844066,424|223
hilarious,1457844086,424|223
independent film,1457844084,424|223
quirky,1457844073,424|223
witty,1457844080,424|223
classic sci-fi,1457900772,424|260
sci-fi,1457900766,424|260
space adventure,1457900770,424|260
Star Wars,1457900775,424|260
brutality,1457846184,424|288
controversial,1457846195,424|288
dark comedy,1457846180,424|288
psychedelic,1457846191,424|288
satire,1457846198,424|288
stylized,1457846189,424|288
cult film,1457844546,424|296
drugs,1457844550,424|296
Quentin Tarantino,1457844541,424|296
Tarantino,1457844557,424|296
soundtrack,1457845497,424|364
thought-provoking,1457901041,424|527
sci-fi,1457900918,424|541
apocalypse,1457844854,424|589
Arnold Schwarzenegger,1457844841,424|589
nuclear war,1457844861,424|589
sci-fi,1457844847,424|589
Suspense,1457844864,424|589
time travel,1457844843,424|589
based on a true story,1457900882,424|608
dark comedy,1457900870,424|608
KIDNAPPING,1457900877,424|608
Steve Buscemi,1457900865,424|608
edward norton,1457843774,424|628
psychology,1457843776,424|628
suspense,1457843782,424|628
thought-provoking,1457843780,424|628
twist ending,1457843771,424|628
ensemble cast,1457844739,424|1089
nonlinear,1457844742,424|1089
Quentin Tarantino,1457844729,424|1089
stylized,1457844737,424|1089
freedom of expression,1457845558,424|1120
british comedy,1457901498,424|1136
Monty Python,1457901496,424|1136
emotional,1457843688,424|1193
jack nicholson,1457843684,424|1193
adventure,1457901129,424|1198
archaeology,1457901464,424|1198
indiana jones,1457901132,424|1198
Steven Spielberg,1457901466,424|1198
treasure hunt,1457901471,424|1198
action,1457901258,424|1200
aliens,1457901252,424|1200
horror,1457901265,424|1200
sci-fi,1457901245,424|1200
space,1457901261,424|1200
space craft,1457901274,424|1200
SPACE TRAVEL,1457901269,424|1200
suspense,1457901256,424|1200
Alfred Hitchcock,1457902455,424|1219
psychology,1457902459,424|1219
suspenseful,1457902452,424|1219
tense,1457902461,424|1219
Action,1457901308,424|1240
artificial intelligence,1457901313,424|1240
robots,1457901305,424|1240
Sci-Fi,1457901302,424|1240
special effects,1457901322,424|1240
tense,1457901319,424|1240
time travel,1457901300,424|1240
atmospheric,1457843344,424|1258
disturbing,1457843347,424|1258
Horror,1457843352,424|1258
jack nicholson,1457843340,424|1258
masterpiece,1457843354,424|1258
psychological,1457843342,424|1258
Stanley Kubrick,1457843338,424|1258
suspense,1457843361,424|1258
horror,1457846257,424|1343
Juliette Lewis,1457846244,424|1343
Martin Scorsese,1457846252,424|1343
Robert De Niro,1457846254,424|1343
mindfuck,1457845252,424|1625
Mystery,1457845249,424|1625
plot twist,1457845255,424|1625
psychological,1457845247,424|1625
suspense,1457845258,424|1625
twist ending,1457845244,424|1625
inspirational,1457844971,424|1704
hallucinatory,1457902516,424|1921
mental illness,1457902477,424|1921
mindfuck,1457902518,424|1921
paranoid,1457902521,424|1921
Ben Stiller,1457846503,424|1923
crude humor,1457846506,424|1923
goofy,1457846511,424|1923
Atmospheric,1457843300,424|2160
creepy,1457843317,424|2160
paranoia,1457843298,424|2160
scary,1457843295,424|2160
suspense,1457843308,424|2160
SNL,1457846704,424|2296
thought-provoking,1457843729,424|2329
Nicolas Cage,1457902180,424|2505
martial arts,1457842912,424|2571
sci-fi,1457842899,424|2571
adult humor,1457844390,424|2700
controversial,1457844399,424|2700
crude humor,1457844397,424|2700
free speech,1457844402,424|2700
parody,1457844393,424|2700
satire,1457844392,424|2700
south park,1457844407,424|2700
Trey Parker,1457844412,424|2700
dark comedy,1457842797,424|2959
psychology,1457842802,424|2959
thought-provoking,1457842786,424|2959
twist ending,1457842777,424|2959
based on a book,1457845042,424|3176
creepy,1457845033,424|3176
disturbing,1457845029,424|3176
Jude Law,1457845026,424|3176
murder,1457845038,424|3176
obsession,1457845036,424|3176
psychology,1457845023,424|3176
secrets,1457845045,424|3176
serial killer,1457845031,424|3176
suspense,1457845041,424|3176
asylum,1457846005,424|3186
based on a true story,1457846002,424|3186
Brittany Murphy,1457846009,424|3186
Mental Hospital,1457846012,424|3186
psychology,1457845994,424|3186
winona ryder,1457845998,424|3186
claustrophobic,1457846281,424|3499
horror,1457846287,424|3499
scary,1457846295,424|3499
stephen king,1457846291,424|3499
suspenseful,1457846279,424|3499
tense,1457846283,424|3499
thriller,1457846285,424|3499
aliens,1457901283,424|3527
sci-fi,1457901285,424|3527
scifi cult,1457901288,424|3527
satire,1457844176,424|3911
comedy,1457846488,424|3948
Robert De Niro,1457846484,424|3948
mystery,1457842983,424|4226
psychological,1457842979,424|4226
twist ending,1457842977,424|4226
Al Pacino,1457900965,424|4262
ben stiller,1457846960,424|4816
comedy,1457846970,424|4816
David Bowie,1457846952,424|4816
goofy,1457846949,424|4816
mindless one liners,1457846956,424|4816
Will Ferrell,1457846959,424|4816
jake gyllenhaal,1457901910,424|4878
fantasy,1457901156,424|4993
high fantasy,1457901162,424|4993
Magic,1457901158,424|4993
mythology,1457901174,424|4993
tolkien,1457901165,424|4993
wizards,1457901168,424|4993
black and white,1457845331,424|5291
samurai,1457845338,424|5291
multiple storylines,1457900999,424|6016
true story,1457901005,424|6016
comedy,1457846098,424|6188
Will Ferrell,1457846100,424|6188
Rob Zombie,1457902367,424|6290
jim carrey,1457901740,424|7361
comedy,1457846537,424|8641
Will Ferrell,1457846533,424|8641
Christian Bale,1457842841,424|8950
creepy,1457842847,424|8950
powerful ending,1457842857,424|8950
psychology,1457842844,424|8950
schizophrenia,1457842854,424|8950
twist ending,1457842837,424|8950
drugs,1457901575,424|27020
lesbian,1457901570,424|27020
Ben Stiller,1457846573,424|30825
Robert De Niro,1457846569,424|30825
Rob Zombie,1457902355,424|34323
Jake Gyllenhaal,1457846443,424|40278
Modern war,1457846449,424|40278
atmospheric,1457843188,424|48516
Jack Nicholson,1457843173,424|48516
